Tenure,SatisfactionScore,Complain,OrderCount,HourSpendOnApp,NumberOfDeviceRegistered,NumberOfAddress,DaySinceLastOrder,Cashback,Churned
7,3,0,2,7.9,1,2,48,4.45,0
9,4,0,1,6.6,4,1,48,1.91,1
48,5,0,4,4.8,3,1,44,17.66,0
72,5,0,4,6.9,4,2,37,6.06,0
59,5,1,6,11.3,2,1,23,19.63,0
39,5,0,6,14.2,3,1,46,13.93,0
18,4,0,4,7.1,2,2,18,16.21,0
59,5,0,6,5.9,2,1,42,18.54,0
17,3,0,7,11.7,3,2,15,14.06,0
14,3,0,4,7.3,3,1,76,11.63,0
31,4,0,3,9.8,2,2,48,14.19,0
24,4,0,5,6.8,3,1,8,13.76,0
60,4,1,6,5.7,4,1,48,16.15,0
45,3,0,4,12.9,2,1,56,17.14,0
3,4,0,2,5.2,1,1,47,12.08,0
37,4,0,5,6.3,2,1,74,13.63,0
43,5,0,6,7.7,1,1,57,19.9,0
40,4,0,5,13.2,4,1,46,14.4,0
55,5,1,6,16.7,5,3,56,24.68,1
39,5,0,5,6.6,2,1,73,8.98,0
15,4,1,3,6.8,2,1,36,14.74,0
4,3,0,3,8.4,1,2,42,12.91,0
25,3,0,3,1.8,3,1,54,6.83,0
13,5,1,3,5.9,4,1,29,8.97,0
33,4,1,6,15.5,1,1,52,23.77,0
16,5,1,3,6.4,1,1,79,12.44,0
42,3,0,3,11.2,1,1,52,17.68,0
66,5,0,5,8.8,2,1,26,12.42,0
55,5,0,6,3.4,1,3,60,19.06,0
42,5,0,7,13.6,1,2,71,18.66,0
34,5,0,6,8.8,1,2,7,17.38,0
30,4,1,0,9.3,2,2,68,7.71,1
13,3,0,1,6.4,5,1,68,2.74,0
13,3,1,2,6.6,3,1,63,7.62,0
18,2,0,5,10.4,2,2,54,9.21,1
32,5,0,4,9.3,1,1,54,18.53,0
39,5,0,5,3.8,2,2,46,27.11,0
46,5,0,3,10.6,1,3,76,19.98,0
29,4,1,5,8.9,1,1,51,11.18,0
62,5,0,7,10.7,1,1,82,19.12,0
62,5,0,4,9.5,1,1,66,15.24,0
57,4,0,4,10.9,1,1,54,3.79,0
16,5,0,2,9.8,2,1,42,11.23,0
56,5,1,6,11.8,1,2,56,21.88,0
10,4,0,3,2.2,2,1,41,11.92,1
30,5,0,5,8.8,2,1,40,17.01,0
25,4,1,2,3.8,2,2,51,6.71,0
5,3,0,2,7.1,3,1,37,6.76,0
65,4,1,4,7.6,4,2,78,11.62,0
49,4,0,6,15.9,1,2,30,12.8,0
3,2,1,0,0.9,2,1,64,7.63,1
45,5,1,4,8.2,1,1,40,23.39,0
14,4,1,4,8.5,2,1,31,10.93,0
30,3,0,4,6.8,1,2,49,7.43,0
68,5,0,6,9.7,1,2,46,15.72,0
18,4,1,1,12.2,3,1,81,3.12,0
62,4,0,9,13.3,1,1,48,21.64,0
37,4,0,4,12.7,2,2,55,15.33,0
25,4,0,3,6.0,2,1,65,18.01,0
48,4,0,5,11.3,5,1,46,8.05,0
65,5,0,8,9.0,2,1,35,28.23,0
53,5,1,4,5.6,1,1,42,15.48,0
15,3,0,2,1.3,2,1,45,0.0,0
49,5,1,10,9.8,2,1,44,21.21,0
68,5,0,8,11.6,4,2,22,26.03,0
12,3,0,3,12.0,2,1,51,6.21,0
59,4,0,2,6.3,2,1,76,8.06,0
37,3,0,1,6.5,2,1,63,5.85,0
61,5,0,1,9.2,2,1,57,15.41,0
43,4,0,4,7.2,2,1,44,7.62,0
70,5,0,3,4.5,2,1,41,16.72,0
39,3,0,2,4.0,1,3,75,14.87,0
56,4,0,6,13.2,2,3,50,13.11,0
63,5,1,5,9.4,1,2,42,21.41,1
46,5,1,9,12.6,3,1,37,22.88,1
11,4,0,2,3.9,4,2,43,6.54,0
62,5,0,7,14.6,3,1,48,19.85,0
25,3,0,3,12.9,2,1,56,11.65,0
71,5,1,6,10.3,4,2,57,15.77,0
52,2,1,10,15.8,1,1,17,27.58,1
4,4,0,3,5.5,1,1,56,9.82,0
59,5,1,6,13.6,2,2,56,9.32,0
72,5,1,8,13.1,1,1,42,23.14,0
20,4,0,0,1.3,4,1,80,0.0,0
63,4,0,4,9.6,1,2,62,12.69,0
54,4,0,10,14.3,2,1,56,27.84,0
57,5,0,5,9.5,1,1,34,14.21,0
41,5,0,2,8.1,1,1,29,2.91,0
3,3,0,3,7.3,1,1,58,5.47,0
6,4,0,2,6.0,1,2,26,16.49,0
5,3,0,2,7.3,1,1,47,9.45,0
5,3,0,2,5.6,4,1,56,12.79,1
54,5,1,4,6.3,1,1,63,23.82,1
47,4,0,8,14.7,1,1,45,32.31,0
49,3,1,5,7.3,3,1,72,15.56,0
9,5,1,1,5.3,2,1,48,8.09,1
20,3,0,2,5.2,3,1,42,5.37,0
61,4,0,5,6.4,3,1,84,16.51,0
35,3,0,5,13.6,5,2,48,16.81,0
50,2,1,3,3.1,3,2,56,12.52,1
62,5,1,5,10.2,1,1,42,12.42,1
17,4,0,5,8.6,2,1,37,10.99,0
3,4,0,7,12.0,2,3,44,18.79,0
32,4,0,7,10.1,2,1,62,20.01,0
13,3,0,3,8.9,1,1,51,18.58,0
68,5,0,8,12.2,1,1,7,11.7,0
14,3,0,6,11.6,2,3,31,13.46,0
11,4,0,0,10.2,1,1,88,10.23,0
56,5,0,6,4.2,1,1,10,14.49,0
67,5,1,10,13.2,1,2,29,27.39,0
29,4,0,4,5.2,2,2,59,18.8,0
9,5,0,3,5.2,3,1,61,16.81,0
67,3,0,5,6.1,2,1,57,17.91,0
25,3,0,4,7.3,3,3,65,11.49,0
42,5,0,3,10.8,1,1,51,14.11,0
9,5,0,1,4.7,2,2,43,10.33,0
40,4,0,2,7.6,1,1,53,7.34,0
25,3,0,7,13.3,2,2,64,22.67,0
5,4,0,3,4.8,4,1,29,5.47,0
11,4,0,6,7.4,1,1,41,14.66,0
59,5,0,5,9.0,2,1,50,21.7,0
38,3,0,5,3.6,3,1,40,4.63,0
72,5,0,9,18.2,2,1,34,26.21,0
5,2,1,5,9.0,1,2,56,18.51,1
48,4,0,9,13.9,1,2,44,20.18,0
18,4,0,7,10.0,1,1,60,22.07,0
70,5,1,10,14.9,1,1,48,28.12,0
37,5,0,4,7.7,2,2,68,18.78,0
60,3,0,6,11.5,2,2,38,16.57,0
48,5,0,3,11.3,2,1,93,19.24,0
28,5,0,6,3.2,1,1,23,21.36,0
69,5,0,8,13.4,1,1,56,27.82,0
40,3,0,5,7.4,2,1,35,18.55,0
45,5,0,7,7.3,2,1,21,28.28,0
62,4,0,5,4.7,1,1,75,11.16,0
58,4,0,5,9.3,4,1,44,9.79,0
67,4,0,5,9.8,1,1,31,21.21,0
56,5,0,2,4.7,2,2,50,12.31,0
40,5,0,4,4.4,1,2,42,24.87,0
40,3,0,6,10.1,2,2,46,5.54,0
33,3,0,4,8.4,4,1,47,12.15,0
6,3,0,0,6.8,3,1,40,4.4,1
19,3,0,4,10.3,1,2,53,16.98,0
40,4,0,9,15.7,3,1,42,33.75,0
59,5,0,10,15.0,1,2,64,27.54,0
59,5,0,8,6.5,3,1,66,25.6,0
48,5,0,8,11.4,2,2,44,14.57,0
41,5,0,6,12.8,1,1,55,20.93,0
13,4,0,5,11.5,4,1,34,17.48,0
45,5,0,7,17.9,2,1,56,18.65,0
53,4,0,4,10.9,1,1,93,15.49,0
42,5,1,7,6.6,1,1,29,22.75,0
63,5,0,8,6.7,4,1,35,31.59,0
27,4,0,3,7.6,3,2,58,8.2,0
38,3,0,2,7.1,1,1,59,4.07,0
60,5,0,5,7.4,1,2,52,13.24,0
7,2,0,4,10.5,1,2,42,8.82,0
5,4,0,2,0.5,1,1,35,2.03,0
45,5,1,9,10.8,1,1,29,24.19,0
58,4,0,6,3.0,2,1,60,18.17,0
31,5,0,6,7.5,1,1,79,27.0,0
23,3,0,5,8.0,1,2,58,13.88,0
42,3,0,3,10.6,2,1,49,16.83,0
10,3,0,0,1.3,1,1,72,8.64,0
32,3,0,5,8.6,3,1,30,15.19,0
53,5,0,11,12.2,1,1,38,28.79,0
30,3,0,3,7.0,2,1,45,13.18,0
39,4,1,9,11.0,2,3,38,27.21,1
31,4,0,3,6.6,1,1,46,9.36,0
2,3,0,3,5.4,3,2,37,13.43,0
12,3,0,4,9.3,2,1,78,12.05,0
39,4,1,3,10.7,1,1,45,14.73,0
66,5,0,6,9.9,4,1,39,27.71,0
13,2,1,4,14.2,3,2,51,9.19,0
46,4,1,4,8.4,2,1,55,4.07,0
27,4,0,4,10.6,1,1,76,13.73,0
17,3,0,2,4.3,1,2,59,3.13,0
60,5,0,5,8.7,2,1,58,18.82,0
64,5,0,5,8.1,1,1,22,12.46,0
35,5,1,6,6.1,2,1,53,18.95,0
70,3,0,7,8.3,2,1,35,26.65,0
30,4,0,0,6.1,2,2,49,15.16,0
71,5,1,5,12.9,2,1,32,19.31,0
63,5,0,2,8.3,3,1,51,6.99,0
28,4,0,3,8.4,4,1,60,16.37,0
60,4,0,13,12.8,2,1,40,29.67,0
37,5,0,4,9.7,1,3,55,8.05,0
22,4,0,2,4.7,3,1,47,19.77,0
68,5,1,5,5.5,1,1,39,17.45,0
20,3,0,1,3.1,1,2,52,9.26,0
68,4,0,5,8.6,2,1,52,14.37,0
64,5,0,7,9.0,2,1,22,24.17,0
17,4,0,2,7.5,2,1,52,5.87,0
12,4,0,3,6.3,2,2,48,11.42,0
22,3,0,1,6.6,4,2,63,11.08,0
17,3,1,1,4.9,3,1,100,5.6,0
10,2,1,4,8.1,2,1,52,6.78,1
65,5,0,4,5.3,2,1,52,20.11,0
22,3,0,5,13.3,2,1,60,12.7,0
50,3,0,9,7.3,1,1,39,20.59,0
14,4,0,6,17.3,3,1,54,12.35,0
64,4,0,6,11.2,3,1,68,25.74,0
47,5,0,1,1.1,3,2,54,14.82,0
29,4,1,2,6.9,2,1,79,8.73,0
36,4,0,5,9.7,3,1,53,11.65,0
52,5,0,6,14.3,3,1,60,22.89,0
7,2,0,5,5.0,3,1,65,15.01,0
29,5,0,5,5.0,5,1,70,15.44,0
11,3,0,2,7.6,3,2,73,8.04,1
33,5,0,3,8.0,1,1,75,16.46,0
6,3,0,3,11.8,3,1,57,11.64,0
32,4,0,4,5.2,1,1,41,15.85,0
51,5,0,3,4.2,2,1,56,14.81,0
58,5,0,2,12.2,3,1,40,15.15,0
26,3,0,5,8.9,1,2,45,11.71,0
46,4,1,7,8.4,1,1,37,20.8,1
29,5,0,4,10.3,2,1,30,11.89,0
4,2,0,2,0.5,4,1,70,3.75,0
13,4,0,2,7.7,4,2,76,19.52,0
39,5,1,7,8.7,3,1,35,14.38,1
15,5,0,2,5.1,4,1,66,14.84,0
29,3,0,4,12.1,3,1,92,26.09,0
29,4,0,2,7.9,1,1,74,18.82,0
32,4,0,6,6.4,1,1,33,20.82,0
2,2,0,2,6.8,1,1,69,16.55,1
47,5,0,9,12.6,1,1,39,27.5,0
22,4,0,4,7.4,3,1,65,12.52,0
27,5,0,3,4.5,2,1,89,13.6,0
67,4,0,6,10.5,3,2,47,22.5,0
56,5,0,4,10.3,2,2,73,25.89,0
21,5,0,4,9.6,2,2,41,20.81,0
47,5,0,6,7.7,1,1,41,19.06,0
59,3,1,2,6.1,3,2,26,5.31,0
6,3,0,3,0.8,2,1,78,0.8,0
19,5,0,3,12.2,1,1,29,12.82,0
57,5,0,9,10.4,5,1,25,20.33,0
69,5,0,7,9.0,2,1,49,26.14,0
3,3,0,2,2.7,1,3,87,7.24,0
1,3,0,0,7.6,2,1,31,9.36,0
58,3,1,7,13.7,1,1,52,31.04,0
38,5,0,2,4.9,3,2,35,10.85,0
15,5,0,4,4.8,2,1,77,16.31,0
34,3,1,2,6.7,3,1,59,10.32,1
61,5,1,6,8.8,1,1,71,18.09,1
35,4,0,6,12.0,3,1,37,18.58,0
64,5,0,12,14.2,2,3,29,29.75,0
25,3,0,2,6.0,1,1,42,15.29,0
24,5,0,3,9.4,1,1,76,12.42,0
12,3,0,3,2.7,1,1,75,4.26,0
18,1,1,5,8.1,3,1,40,5.69,1
15,4,1,1,6.4,1,2,73,3.79,0
27,5,0,3,6.1,2,1,52,11.26,0
72,4,0,6,10.6,2,1,19,22.38,0
60,5,0,6,10.5,3,1,56,23.56,0
46,5,0,5,11.6,3,1,63,21.98,0
17,4,0,5,8.2,2,2,67,16.08,0
53,5,0,6,3.7,1,1,49,24.47,0
8,3,0,2,2.0,2,1,51,7.28,0
27,4,0,1,7.2,1,2,51,0.0,0
46,4,0,7,11.1,3,1,60,24.74,0
50,4,0,4,7.5,2,1,58,10.57,0
71,5,0,5,8.5,1,1,40,16.42,0
3,1,1,2,4.7,2,2,60,3.68,1
64,5,0,5,7.1,1,1,61,20.11,0
44,5,0,4,6.6,3,1,63,16.29,0
53,4,0,8,10.6,3,1,44,20.85,0
24,3,0,8,11.8,1,2,63,28.49,0
60,5,0,0,4.8,3,2,48,7.05,0
3,3,0,0,4.0,3,1,61,3.32,0
20,4,1,2,8.7,1,2,70,14.04,0
46,4,0,6,12.4,1,1,53,23.84,0
15,4,0,2,10.6,1,1,57,14.45,0
25,3,0,2,6.0,1,1,45,5.51,0
71,4,0,6,8.2,2,1,29,19.84,0
17,3,0,4,8.0,2,1,42,12.92,0
9,4,1,4,6.6,1,2,70,13.03,1
38,5,1,5,9.0,1,1,40,12.83,0
48,3,0,6,11.0,2,2,48,17.6,0
60,5,1,8,11.7,2,1,74,28.94,0
63,4,0,4,7.7,1,2,67,22.15,0
2,4,0,1,7.7,1,1,56,13.77,0
72,5,0,5,14.0,2,1,46,15.26,0
11,4,0,2,4.5,2,1,78,5.34,1
64,5,0,6,10.8,1,1,43,12.04,0
72,5,0,10,12.4,5,2,40,32.77,0
21,5,0,2,4.1,2,1,53,15.61,0
18,5,0,1,3.6,2,1,83,6.73,0
64,5,0,6,8.6,4,1,48,15.71,0
38,4,0,2,11.3,1,2,51,16.34,0
32,2,1,6,12.7,2,1,58,19.87,1
11,4,0,2,3.9,2,1,85,16.46,1
45,4,0,6,11.4,1,2,30,20.81,0
33,5,1,2,3.7,2,2,61,14.73,0
41,5,0,9,10.3,1,2,30,15.2,0
8,4,1,6,13.7,2,1,70,16.13,0
11,4,0,1,11.8,1,1,41,18.11,0
51,4,0,6,4.1,3,2,60,15.16,0
41,2,1,2,6.7,4,2,45,8.09,0
17,3,0,5,10.2,3,2,75,22.29,0
46,5,0,9,11.4,2,1,78,29.87,0
32,5,0,3,7.8,1,1,72,8.67,0
54,5,0,8,10.2,5,2,43,17.63,0
20,2,0,8,13.3,2,2,26,27.05,0
33,3,0,3,6.4,1,1,57,14.21,0
40,5,1,7,12.3,2,1,50,23.28,0
32,3,0,7,13.6,1,1,81,21.01,0
2,4,0,1,8.3,2,2,60,6.15,1
33,4,1,9,11.6,1,1,31,19.55,0
30,5,0,4,1.4,1,2,55,17.7,0
33,5,0,6,11.3,2,1,42,16.49,0
26,4,0,4,3.9,4,1,51,11.04,0
22,4,0,3,8.8,2,1,86,10.17,0
66,5,0,8,12.5,1,3,31,27.42,0
38,5,0,3,6.8,1,1,68,9.99,0
46,4,0,5,9.2,2,1,45,12.05,0
15,4,1,6,14.2,2,1,47,13.26,0
44,5,0,3,11.3,1,1,54,12.73,0
49,4,0,4,7.1,2,1,37,19.05,0
61,5,0,2,0.9,1,1,65,10.77,0
67,5,0,5,13.7,2,1,16,17.51,0
6,3,0,5,4.3,3,1,45,15.45,0
9,3,0,5,9.3,1,1,54,12.85,0
6,2,0,5,8.8,1,2,59,8.45,0
32,4,1,2,7.9,1,1,64,7.84,0
41,5,0,4,12.1,1,1,35,12.66,0
8,4,0,2,6.8,3,2,50,9.56,1
72,5,0,9,10.7,3,1,44,23.24,0
50,4,0,9,13.1,2,1,31,25.13,0
62,5,0,8,7.3,3,1,47,22.94,0
62,5,0,9,10.1,1,2,50,22.38,0
7,4,1,5,8.4,1,1,42,23.28,1
4,2,1,2,8.2,1,1,66,9.4,1
6,4,0,5,13.2,2,2,46,14.96,1
58,4,0,14,19.4,2,1,20,31.3,0
22,3,1,4,11.0,3,1,72,17.07,0
26,3,0,1,9.1,2,1,51,2.16,0
3,3,0,1,7.6,1,2,36,13.52,0
41,4,0,7,10.8,3,1,38,12.83,0
60,5,0,6,6.8,2,1,52,33.34,0
14,4,0,3,7.5,4,2,59,9.89,0
12,4,0,1,0.9,2,1,42,1.51,0
12,3,0,5,7.4,1,1,59,11.15,0
13,4,0,3,7.6,3,1,53,10.44,0
25,4,0,3,7.6,3,2,32,9.18,0
45,4,0,4,6.3,2,1,27,15.78,0
19,2,1,5,3.8,1,2,53,14.42,1
55,5,1,9,10.5,1,1,37,41.38,0
45,5,0,6,9.0,1,1,35,19.94,0
8,2,0,0,5.6,2,1,51,0.0,0
53,4,0,7,12.7,1,1,45,19.14,0
55,5,0,4,7.3,1,1,50,16.19,0
32,2,0,6,8.6,3,1,46,12.45,0
51,4,0,4,6.3,4,1,50,17.21,0
44,5,0,6,9.6,1,1,78,23.34,0
70,5,0,8,14.2,1,1,36,20.32,0
18,5,0,5,5.9,1,2,61,15.74,0
22,5,0,3,1.5,3,1,63,3.97,0
37,4,1,3,8.0,2,2,45,7.65,0
56,4,0,5,12.5,1,1,25,14.67,0
59,5,0,9,13.1,1,2,36,26.2,0
3,3,0,0,2.0,1,1,35,3.82,0
28,3,0,3,7.1,1,1,27,6.29,0
35,4,0,4,8.4,2,1,44,19.53,0
61,5,0,7,12.7,2,1,47,26.54,0
54,5,0,4,5.6,1,1,49,21.03,0
63,4,0,3,12.1,3,1,30,19.75,0
7,3,0,0,3.8,2,1,42,0.0,0
49,5,0,5,7.0,2,1,52,19.65,0
31,4,0,2,7.5,2,1,65,14.56,0
58,5,0,7,6.4,1,1,33,32.86,0
61,5,0,8,17.6,1,2,44,30.98,0
24,4,0,4,9.6,1,1,55,12.72,0
20,3,1,4,7.4,1,2,78,4.55,0
37,5,0,5,6.0,1,2,74,11.45,0
4,3,0,2,6.0,2,1,65,11.86,0
20,4,0,1,8.7,3,1,27,8.31,0
60,5,0,12,13.5,2,2,58,28.01,0
24,4,0,4,5.9,2,1,59,4.07,0
50,4,0,5,11.1,3,2,40,20.43,0
49,3,0,11,10.7,3,1,68,20.74,0
51,5,1,2,7.3,1,1,51,18.58,1
36,5,0,0,6.2,2,1,92,2.5,1
66,3,1,6,11.0,1,1,31,14.28,0
34,3,0,6,11.1,2,1,42,13.17,0
36,4,0,5,6.1,2,1,19,19.17,0
6,4,0,2,6.0,1,1,49,6.64,0
39,3,0,3,6.6,1,1,72,9.44,0
42,4,0,6,10.2,2,1,40,16.25,0
58,5,1,5,3.6,2,1,37,13.11,0
12,3,1,3,3.2,2,2,73,10.58,0
3,3,0,4,14.7,1,2,54,13.82,0
18,3,0,5,11.2,4,2,52,18.02,0
40,5,0,2,6.0,1,1,40,14.55,0
21,3,0,3,7.6,3,1,39,14.09,0
15,2,0,2,12.7,3,2,52,0.0,1
26,4,0,3,1.8,1,1,25,11.89,0
8,2,1,4,8.5,1,1,64,6.53,1
42,2,1,4,7.2,1,1,61,11.05,1
44,5,1,5,12.7,4,2,56,18.2,1
14,2,1,3,9.1,5,1,34,10.04,1
2,2,1,3,13.9,1,1,65,0.98,1
37,3,0,4,10.6,1,2,39,24.47,0
69,4,0,4,6.9,1,1,71,25.51,0
38,4,1,3,6.7,1,2,49,8.89,1
41,3,1,6,11.9,5,1,49,10.93,0
62,5,0,6,14.2,5,2,57,33.71,0
60,5,1,7,8.5,2,1,51,27.03,0
14,2,0,8,12.2,1,1,1,22.74,0
2,2,1,5,3.1,2,1,24,6.88,1
70,5,0,5,8.1,1,1,38,25.56,0
17,3,1,4,13.4,4,1,58,8.16,0
28,5,0,2,11.2,3,1,82,10.57,0
66,5,1,4,10.4,1,1,47,22.39,1
35,5,0,3,12.7,1,2,66,11.44,0
5,1,1,4,7.4,5,1,62,10.67,1
65,4,0,5,8.8,2,2,30,21.87,0
40,5,0,3,6.6,2,1,54,7.45,0
56,3,0,5,11.0,1,3,41,20.31,0
36,5,0,4,17.0,1,1,38,23.54,0
45,5,0,4,9.3,1,1,78,15.16,0
23,4,1,6,6.4,1,3,54,24.17,0
47,3,1,4,4.9,2,2,39,8.62,0
31,4,0,6,7.2,2,1,39,10.32,0
11,5,0,1,3.4,3,1,60,0.0,1
10,3,0,2,3.9,1,2,62,11.07,0
67,5,0,9,12.9,1,1,13,27.76,0
14,4,0,0,0.7,2,1,80,3.08,0
10,3,0,1,7.3,2,2,61,12.36,0
1,3,0,4,11.2,3,2,38,9.28,0
5,2,0,0,3.1,2,1,96,0.0,1
20,4,0,3,8.4,2,1,61,7.26,0
8,3,0,3,9.4,2,1,77,17.56,1
43,3,0,6,12.4,3,1,67,20.71,0
1,4,0,2,6.9,1,1,86,9.16,1
57,4,0,8,8.6,4,1,60,20.65,0
64,5,1,7,10.9,2,2,60,18.67,0
28,5,0,2,6.1,3,2,67,0.0,0
37,3,0,5,9.4,4,1,72,6.5,0
47,5,0,5,6.0,1,3,42,16.8,0
37,4,0,3,2.8,2,1,60,14.95,0
49,4,0,7,4.6,2,2,38,18.36,0
44,5,0,5,3.7,2,1,64,9.74,0
56,5,0,5,3.5,1,1,46,25.63,0
28,3,1,3,10.5,4,1,51,3.64,1
6,2,0,0,5.8,4,1,31,3.08,0
61,5,1,11,13.9,2,2,68,30.3,0
20,3,1,1,4.8,1,1,39,18.23,1
2,4,0,1,0.5,3,1,64,3.28,0
37,4,0,5,10.2,2,1,59,16.23,0
20,5,0,4,8.9,2,2,73,16.39,0
26,3,0,3,7.5,1,1,47,4.81,0
29,3,1,2,4.3,1,1,36,10.01,0
1,3,0,1,3.7,2,1,72,4.32,0
35,4,0,1,7.4,1,1,75,6.45,0
70,5,1,10,10.7,2,1,46,23.89,1
59,5,1,7,13.8,1,1,47,27.39,0
69,5,0,5,13.8,4,2,49,16.87,0
33,4,1,4,11.6,3,1,35,9.99,0
51,5,0,5,9.3,1,1,16,6.67,0
12,3,0,4,7.9,1,3,77,21.91,0
20,3,0,7,10.9,2,2,46,18.88,0
53,5,0,5,11.0,2,1,62,23.94,0
43,5,0,6,14.2,1,2,43,25.69,0
50,5,0,8,13.1,2,2,39,25.37,0
29,5,0,5,3.9,5,1,43,22.06,0
57,3,0,3,4.6,1,1,51,16.83,0
39,4,0,3,6.9,1,1,71,6.81,0
56,3,0,9,15.2,2,2,44,26.97,0
43,5,0,7,17.5,3,1,71,22.93,0
50,4,0,7,10.8,1,1,29,15.55,0
23,4,1,4,10.2,2,1,49,18.3,0
44,5,1,8,6.8,1,1,43,18.7,1
38,5,0,1,3.7,3,1,69,12.26,0
23,4,0,8,12.5,2,3,33,23.43,0
45,4,1,7,4.4,2,1,63,16.76,0
52,3,1,6,10.5,3,3,58,25.92,0
50,5,0,5,7.9,2,2,74,21.84,0
8,3,0,2,6.7,3,1,48,4.48,0
1,5,0,2,4.5,1,2,31,17.76,1
8,4,0,2,8.2,2,1,70,8.25,0
29,4,0,2,9.8,1,2,72,7.98,0
5,2,0,1,8.0,3,2,23,9.79,1
47,5,0,2,8.7,2,2,64,14.78,0
34,4,1,2,8.3,3,1,61,8.76,0
65,5,0,6,9.7,1,2,40,27.37,0
55,5,0,6,8.5,1,1,71,15.59,0
43,3,1,2,9.4,2,1,50,15.62,0
30,4,0,3,4.7,1,2,80,8.24,0
17,4,0,6,11.3,1,2,62,19.83,0
26,5,0,3,8.8,4,1,65,11.72,0
8,2,1,3,4.3,1,1,61,12.99,1
47,5,1,1,3.0,1,1,69,0.0,0
72,5,0,7,12.1,4,1,37,16.29,0
46,5,0,7,11.2,1,2,28,24.38,0
68,5,1,13,16.5,2,1,60,37.92,0
33,5,0,8,10.8,3,1,35,20.32,0
1,2,0,2,11.2,4,1,53,12.38,0
19,2,1,3,9.2,2,1,34,5.52,0
31,4,0,3,11.4,3,1,63,14.6,0
14,4,1,1,5.0,1,1,42,7.3,0
53,5,0,3,10.4,1,1,60,5.99,0
48,5,0,4,7.3,2,1,47,24.31,0
69,5,0,3,6.4,3,1,57,10.71,0
62,5,0,6,6.1,2,1,73,15.82,0
66,5,0,5,10.4,2,1,33,15.59,0
64,5,1,5,5.9,3,2,42,15.37,0
70,5,0,7,8.8,2,1,34,22.53,0
63,4,0,6,5.7,4,1,55,15.63,0
33,5,0,2,0.9,2,1,62,8.88,0
41,4,0,8,11.2,2,1,41,24.42,0
48,5,0,3,5.3,2,1,72,13.53,0
13,3,0,3,8.4,3,2,54,12.82,0
31,4,0,6,9.6,2,1,39,16.57,0
68,5,1,8,14.5,3,2,64,25.01,0
4,2,1,2,12.4,3,2,52,0.0,1
19,4,0,1,9.2,2,1,55,13.46,0
70,5,0,4,8.3,4,3,51,13.45,0
13,4,0,1,7.8,2,1,61,6.91,0
23,5,0,8,15.3,1,1,62,26.24,0
1,2,1,4,6.7,2,1,65,12.23,1
54,4,1,8,14.1,1,2,53,25.18,0
71,5,0,7,14.5,2,1,31,28.34,0
15,3,1,1,6.0,3,1,58,5.28,0
65,5,0,3,8.8,3,1,52,13.3,0
71,5,0,8,17.5,2,1,52,36.94,0
15,5,0,4,6.3,3,1,49,13.13,0
21,5,0,3,6.6,2,1,76,10.14,0
19,5,0,2,8.3,2,1,66,15.45,0
60,5,0,2,3.9,3,1,65,16.19,0
33,5,0,4,8.0,2,2,37,19.73,0
49,5,0,6,6.1,1,2,37,16.19,0
35,5,0,6,4.1,3,1,40,18.8,0
44,5,0,4,8.9,1,2,52,15.48,0
11,4,0,4,4.2,4,1,70,12.53,1
72,5,0,7,7.8,1,1,35,22.32,0
66,4,0,10,16.1,2,1,16,24.44,0
46,4,0,4,8.7,2,2,74,21.63,0
9,4,0,4,8.1,1,1,45,9.04,1
3,3,1,2,5.5,3,1,55,17.23,0
26,3,1,3,12.0,2,2,69,4.25,0
72,5,0,5,15.7,1,2,68,27.4,0
48,4,1,8,13.2,3,1,30,26.63,0
66,5,0,4,0.5,2,2,56,12.02,0
70,5,1,12,14.5,3,1,57,31.48,0
28,5,0,4,5.0,5,1,53,19.03,0
26,3,0,3,6.1,1,1,71,14.08,0
25,5,0,4,9.6,2,1,54,14.9,0
12,5,0,5,9.3,3,1,67,12.43,0
5,3,0,1,1.7,3,1,78,11.76,0
48,5,1,3,5.3,2,1,80,14.89,1
37,5,0,7,14.0,3,1,53,28.53,0
44,3,0,5,13.8,2,1,44,13.95,0
15,5,0,3,11.5,1,1,58,14.5,0
43,4,1,3,3.3,1,2,59,19.1,0
48,4,1,5,7.9,2,1,50,17.21,0
70,5,0,5,6.8,3,2,61,11.01,0
46,2,0,6,11.8,1,1,57,7.78,0
43,5,1,3,6.5,3,1,58,4.89,0
21,5,0,4,5.2,2,1,85,11.12,0
23,2,0,3,11.8,1,2,42,6.89,0
47,5,0,4,6.5,5,1,58,19.95,0
15,3,0,7,13.6,2,2,46,23.59,0
25,4,0,4,6.4,2,1,24,3.52,0
36,4,0,4,10.6,1,3,43,17.09,0
51,5,0,6,8.8,1,2,27,17.66,0
15,5,0,1,2.7,2,2,71,11.25,0
68,5,1,5,12.5,3,1,31,27.14,0
21,4,1,5,6.9,1,1,29,11.89,0
13,3,0,2,6.9,3,1,53,10.97,0
19,4,0,2,2.7,2,1,51,15.31,0
34,5,0,2,2.5,2,1,50,11.91,0
68,5,0,12,19.2,3,1,20,28.4,0
52,5,1,6,10.2,1,2,61,16.32,1
27,3,0,5,8.7,5,1,47,12.1,0
29,4,1,1,4.5,3,1,73,9.17,0
28,3,1,4,5.9,1,1,37,9.07,0
35,5,0,8,13.1,2,2,34,26.46,0
8,3,0,1,10.1,1,1,45,8.6,0
16,4,0,4,10.7,2,3,52,5.41,0
36,4,0,6,11.6,2,3,38,23.62,0
